Reaction.Time,Tempo
1.6498949528,180 bpm
1.6499900818,180 bpm
1.6664509773,180 bpm
1.6664559841,180 bpm
1.6665480137,180 bpm
1.6666169167,180 bpm
1.6666228771,180 bpm
1.6668069363,180 bpm
1.6669089794,180 bpm
1.6718199253,180 bpm
1.6806299686,180 bpm
1.6831438541,180 bpm
1.6841518879,180 bpm
1.6954379082,180 bpm
1.6994748116,180 bpm
1.7122819424,180 bpm
1.7157051563,180 bpm
1.7334079742,180 bpm
1.7336709499,180 bpm
1.7447481155,180 bpm
1.7454249859,180 bpm
1.7466459274,180 bpm
1.7496709824,180 bpm
1.7496831417,180 bpm
1.7499461174,180 bpm
1.7500360012,180 bpm
1.7577669621,180 bpm
1.7665259838,180 bpm
1.7666561604,180 bpm
1.7667400837,180 bpm
1.7668361664,180 bpm
1.7781939507,180 bpm
1.7805151939,180 bpm
1.7810418606,180 bpm
1.7886822224,180 bpm
1.7949550152,180 bpm
1.8000240326,180 bpm
1.8000440598,180 bpm
1.8009338379,180 bpm
1.8163189888,180 bpm
1.8165781498,180 bpm
1.8169269562,180 bpm
1.8274309635,180 bpm
1.8300640583,180 bpm
1.8335211277,180 bpm
1.8434891701,180 bpm
1.848389864,180 bpm
1.848541975,180 bpm
1.8495650291,180 bpm
1.8623638153,180 bpm
1.8666551113,180 bpm
1.866656065,180 bpm
1.891201973,180 bpm
1.8958201408,180 bpm
1.8992938995,180 bpm
1.9164221287,180 bpm
1.9164910317,180 bpm
1.9167618752,180 bpm
1.9243659973,180 bpm
1.9333059788,180 bpm
1.9336240292,180 bpm
1.9466569424,180 bpm
1.9591379166,180 bpm
1.9639379978,180 bpm
1.9714250565,180 bpm
1.980340004,180 bpm
1.9833340645,180 bpm
1.9978909493,180 bpm
1.9978990555,180 bpm
2.0268990994,180 bpm
2.049849987,180 bpm
2.0605039597,180 bpm
2.0625269413,180 bpm
2.063117981,180 bpm
2.0806460381,180 bpm
2.0964210033,180 bpm
2.0999550819,180 bpm
2.1053221226,180 bpm
2.1256971359,180 bpm
2.1290078163,180 bpm
2.1330170631,180 bpm
2.1331691742,180 bpm
2.1334528923,180 bpm
2.150015831,180 bpm
2.1632070541,180 bpm
2.1640291214,180 bpm
2.1664760113,180 bpm
2.1832890511,180 bpm
2.1962349415,180 bpm
2.2166290283,180 bpm
2.2272400856,180 bpm
2.229446888,180 bpm
2.2331800461,180 bpm
2.2481341362,180 bpm
2.2499649525,180 bpm
2.2635998726,180 bpm
2.2664439678,180 bpm
2.2832889557,180 bpm
2.2972910404,180 bpm
2.29997015,180 bpm
2.3169331551,180 bpm
2.3461210728,180 bpm
2.3665308952,180 bpm
2.3835940361,180 bpm
2.4330539703,180 bpm
2.4833171368,180 bpm
2.4943990707,180 bpm
2.5131790638,180 bpm
2.5162081718,180 bpm
2.5165638924,180 bpm
2.5477800369,180 bpm
2.5665969849,180 bpm
2.5832159519,180 bpm
2.6498191357,180 bpm
2.6500301361,180 bpm
2.6500780582,180 bpm
2.664304018,180 bpm
2.6833779812,180 bpm
2.7131938934,180 bpm
2.7311091423,180 bpm
2.763395071,180 bpm
2.7662270069,180 bpm
2.7829520702,180 bpm
2.7832210064,180 bpm
2.8497459889,180 bpm
2.8498530388,180 bpm
2.8665249348,180 bpm
2.9311931133,180 bpm
2.9332339764,180 bpm
2.9333310127,180 bpm
3.09801507,180 bpm
3.1162540913,180 bpm
3.1331000328,180 bpm
3.1331188679,180 bpm
3.1458370686,180 bpm
3.1624062061,180 bpm
3.1832170487,180 bpm
3.1997079849,180 bpm
3.2163119316,180 bpm
3.2667729855,180 bpm
3.3331098557,180 bpm
3.4663481712,180 bpm
3.4664230347,180 bpm
3.5164589882,180 bpm
3.7164869309,180 bpm
3.7831280232,180 bpm
3.7959430218,180 bpm
3.8960931301,180 bpm
3.9634339809,180 bpm
4.3940348625,180 bpm
4.6507370472,180 bpm
4.7448990345,180 bpm
6.8827111721,180 bpm
1.45708704,180 bpm
1.5231630802,180 bpm
1.5547380447,180 bpm
1.5740320683,180 bpm
1.5945270062,180 bpm
1.6421129704,180 bpm
1.7575910091,180 bpm
1.7929887772,180 bpm
2.2087011337,180 bpm
2.5410819054,180 bpm
2.57771492,180 bpm
2.6622829437,180 bpm
2.8427200317,180 bpm
2.8690161705,180 bpm
2.9330220223,180 bpm
3.0127050877,180 bpm
3.126210928,180 bpm
3.6288588047,180 bpm
3.7168262005,180 bpm
4.384321928,180 bpm
4.5401849747,180 bpm
4.5710580349,180 bpm
5.2902979851,180 bpm
